game_type,player1,player2,winner,seed,game_time
othello,mctsstrategy2000(mobility_strategy),mctsstrategy1000(mobility_strategy),1,22025001,3134.1040048599243
othello,mctsstrategy10000(mobility_strategy_vs),mctsstrategy2000(mobility_strategy),1,22025001,21370.142492055893
othello,mctsstrategy2000(mobility_strategy),mctsstrategy2000(mobility_strategy),2,22025001,3966.7663855552673
othello,mctsstrategy1000(mobility_strategy),mctsstrategy10000(mobility_strategy),2,22025001,11639.005649805069
othello,mctsstrategy2000(mobility_strategy),mctsstrategy2000(mobility_strategy_vs),1,22025001,5766.538433790207
othello,mctsstrategy10000(mobility_strategy_vs),mctsstrategy5000(mobility_strategy_vs),1,22025001,26324.449298620224
othello,mctsstrategy10000(mobility_strategy_vs),mctsstrategy5000(mobility_strategy),1,22025001,23129.616923570633
othello,mctsstrategy5000(mobility_strategy),mcts1000,1,22025001,5501.181549310684
othello,mctsstrategy2000(mobility_strategy),mctsstrategy5000(mobility_strategy),2,22025001,7376.898984909058
othello,mctsstrategy5000(mobility_strategy),mcts2000,1,22025001,5891.809434890747
othello,mctsstrategy5000(mobility_strategy),mcts5000,1,22025001,6199.153099060059
othello,mctsstrategy5000(mobility_strategy),mctsrave2000,1,22025001,5838.402724027634
othello,mctsstrategy5000(mobility_strategy),mcts10000,1,22025001,6728.124224662781
othello,mctsstrategy5000(mobility_strategy),mctsrave1000,1,22025001,5984.902480363846
othello,mctsstrategy1000(mobility_strategy),mctsstrategy10000(mobility_strategy_vs),2,22025001,18969.583249092102
othello,mctsstrategy2000(mobility_strategy),mctsstrategy5000(mobility_strategy_vs),1,22025001,11473.196857213974
othello,mctsstrategy5000(mobility_strategy),mctsrave5000,1,22025001,6205.582586050034
othello,mctsstrategy5000(mobility_strategy),random_strategy,1,22025001,5446.569113254547
othello,mctsstrategy5000(mobility_strategy),mobility_strategy_vs,1,22025001,5181.883371114731
othello,mctsstrategy5000(mobility_strategy),mctsrave10000,1,22025001,6880.2636597156525
othello,mctsstrategy10000(mobility_strategy_vs),mctsstrategy10000(mobility_strategy),1,22025001,28605.70648789406
othello,mctsstrategy5000(mobility_strategy),mobility_strategy,1,22025001,4954.926620960236
othello,mctsstrategy2000(mobility_strategy),mctsstrategy10000(mobility_strategy),2,22025001,12589.47738456726
