wersja podstawowa
othello,mcts1000,mobility_strategy,2,22025001,306.8640730381012
othello,mcts1000,mobility_strategy_vs,2,22025001,309.5182628631592
othello,mcts1000,random_strategy,2,22025001,310.8419380187988
othello,mcts1000,mctsstrategy1000(mobility_strategy),2,22025001,510.74104285240173
othello,mctsrave1000,mcts1000,2,22025001,549.6281840801239
othello,mcts1000,mcts1000,2,22025001,551.4902317523956
othello,mcts1000,mctsrave1000,2,22025001,554.0579471588135
othello,mctsrave1000,random_strategy,2,22025001,260.92823791503906
othello,mctsrave1000,mctsrave1000,2,22025001,379.7106602191925
othello,mcts1000,mctsstrategy1000(mobility_strategy_vs),2,22025001,883.0034730434418
--- 883.7289507389069 seconds ---

othello,mctsrave1000,random_strategy,2,22025001,160.78179788589478
othello,mcts1000,mobility_strategy,2,22025001,411.4837739467621
othello,mcts1000,mobility_strategy_vs,2,22025001,420.4289231300354
othello,mcts1000,random_strategy,2,22025001,441.8983108997345
othello,mcts1000,mcts1000,2,22025001,686.609582901001
othello,mcts1000,mctsrave1000,2,22025001,691.2742910385132
othello,mctsrave1000,mcts1000,2,22025001,765.8337509632111
othello,mctsrave1000,mctsrave1000,2,22025001,775.2143261432648
othello,mcts1000,mctsstrategy1000(mobility_strategy),2,22025001,1397.5599489212036
othello,mcts1000,mctsstrategy1000(mobility_strategy_vs),2,22025001,1873.4880599975586
--- 1874.2781059741974 seconds ---
