game_type,player1,player2,winner,seed
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021074
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021078
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021099
hex,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021091
hex,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),1,22021102
othello,mcts1000,greedy,1,22021144
hex,mcts1000,alphabeta3,1,22021081
othello,mcts1000,mapbaseheuothello,2,22021136
hex,alphabeta3,mctsstrategy1000(random_strategy),1,22021097
othello,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021100
othello,mapbaseheuothello,mcts1000,2,22021085
othello,mctsrave1000,alphabeta3,2,22021109
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021151
hex,mctsstrategy1000(random_strategy),alphabeta3,1,22021152
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021110
othello,mcts1000,mapbaseheuothello,2,22021077
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021166
othello,greedy,mapbaseheuothello,2,22021085
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021120
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021133
othello,mcts1000,alphabeta3,2,22021086
hex,random,alphabeta3,1,22021117
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021088
othello,mapbaseheuothello,random,1,22021089
hex,random,mctsstrategy1000(random_strategy),2,22021092
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021082
othello,alphabeta3,greedy,1,22021099
othello,alphabeta3,greedy,1,22021153
othello,greedy,mctsstrategies1000(random_strategy:mobility_strategy),2,22021077
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021135
othello,alphabeta3,greedy,1,22021079
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021121
othello,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,2,22021139
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021085
hex,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021144
hex,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021162
othello,alphabeta3,greedy,1,22021149
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,1,22021070
othello,random,alphabeta3,2,22021093
othello,mctsrave1000,random,2,22021125
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021133
hex,mcts1000,random,2,22021167
othello,mapbaseheuothello,alphabeta3,2,22021159
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021070
othello,mctsrave1000,random,2,22021163
hex,mcts1000,mctsstrategy1000(random_strategy),2,22021103
hex,mcts1000,mcts1000,1,22021120
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,1,22021147
othello,mctsrave1000,alphabeta3,2,22021106
hex,mcts1000,random,2,22021078
othello,mctsrave1000,greedy,1,22021079
hex,alphabeta3,mcts1000,2,22021082
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021086
hex,random,mcts1000,1,22021098
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021143
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021150
othello,mctsrave1000,alphabeta3,2,22021104
othello,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021072
othello,greedy,mctsstrategy1000(random_strategy),2,22021159
hex,mctsstrategy1000(random_strategy),random,1,22021164
othello,greedy,alphabeta3,2,22021102
othello,mctsrave1000,greedy,1,22021143
hex,alphabeta3,alphabeta3,2,22021137
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021109
othello,mapbaseheuothello,mcts1000,2,22021138
othello,greedy,mctsrave1000,2,22021138
othello,mctsstrategy1000(random_strategy),random,2,22021152
hex,mcts1000,random,2,22021098
othello,greedy,greedy,0,22021147
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021105
othello,random,greedy,1,22021093
othello,mcts1000,greedy,1,22021079
othello,alphabeta3,random,2,22021099
hex,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021122
othello,mcts1000,mctsstrategy1000(random_strategy),2,22021095
hex,mctsstrategy1000(random_strategy),mcts1000,2,22021133
hex,mctsstrategy1000(random_strategy),random,1,22021087
hex,random,alphabeta3,1,22021164
othello,mctsrave1000,mapbaseheuothello,2,22021099
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021156
othello,mctsrave1000,mapbaseheuothello,2,22021096
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021152
hex,alphabeta3,alphabeta3,2,22021073
othello,greedy,mctsstrategies1000(random_strategy:mobility_strategy),2,22021105
othello,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021163
othello,mcts1000,random,2,22021070
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021163
othello,mctsstrategy1000(random_strategy),alphabeta3,2,22021076
othello,random,mctsrave1000,2,22021148
othello,mctsrave1000,mctsstrategy1000(random_strategy),2,22021117
othello,random,random,1,22021112
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021164
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021122
othello,mctsstrategy1000(random_strategy),random,2,22021113
othello,mctsstrategy1000(random_strategy),random,2,22021160
hex,mcts1000,alphabeta3,1,22021128
othello,alphabeta3,random,1,22021155
othello,mcts1000,mcts1000,2,22021147
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021085
othello,greedy,mcts1000,2,22021135
othello,mcts1000,mapbaseheuothello,2,22021153
othello,mctsrave1000,mctsrave1000,2,22021083
othello,alphabeta3,mctsrave1000,1,22021117
othello,mctsstrategy1000(random_strategy),random,2,22021095
othello,mctsstrategies1000(random_strategy:mobility_strategy),random,2,22021094
hex,alphabeta3,mcts1000,1,22021107
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021096
hex,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021147
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021131
othello,greedy,mctsrave1000,2,22021123
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),1,22021102
othello,mctsrave1000,mcts1000,2,22021147
othello,random,alphabeta3,2,22021137
othello,greedy,mapbaseheuothello,2,22021141
othello,mctsrave1000,alphabeta3,2,22021167
othello,mapbaseheuothello,mctsstrategy1000(random_strategy),2,22021139
othello,random,mctsrave1000,2,22021115
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021096
othello,mctsrave1000,mapbaseheuothello,2,22021141
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021112
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021099
othello,greedy,mctsrave1000,2,22021149
othello,alphabeta3,alphabeta3,2,22021169
othello,greedy,mctsrave1000,2,22021133
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021126
othello,mapbaseheuothello,mcts1000,2,22021072
othello,alphabeta3,mctsrave1000,2,22021116
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021091
othello,greedy,alphabeta3,2,22021125
othello,mapbaseheuothello,mctsrave1000,2,22021153
othello,mcts1000,greedy,1,22021070
othello,alphabeta3,greedy,1,22021156
othello,greedy,greedy,0,22021110
othello,mapbaseheuothello,mapbaseheuothello,1,22021151
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021141
othello,mctsrave1000,mapbaseheuothello,2,22021088
othello,greedy,alphabeta3,2,22021074
othello,mapbaseheuothello,alphabeta3,1,22021134
othello,alphabeta3,mctsrave1000,2,22021077
hex,random,mctsstrategies1000(random_strategy:mobility_strategy),1,22021127
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021121
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021103
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021111
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021100
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021085
hex,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),1,22021117
othello,mctsstrategies1000(random_strategy:mobility_strategy),random,2,22021072
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021094
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,1,22021130
othello,mcts1000,mctsrave1000,2,22021110
othello,greedy,random,2,22021093
hex,mcts1000,mcts1000,1,22021078
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021161
othello,random,random,1,22021101
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021129
othello,random,mctsrave1000,1,22021139
othello,greedy,alphabeta3,2,22021098
othello,mapbaseheuothello,alphabeta3,1,22021158
othello,mctsrave1000,random,2,22021099
othello,alphabeta3,random,2,22021077
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021155
hex,random,random,1,22021090
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021083
othello,mcts1000,mapbaseheuothello,2,22021087
othello,mcts1000,random,2,22021137
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021140
othello,mcts1000,mapbaseheuothello,2,22021086
hex,random,alphabeta3,1,22021106
hex,alphabeta3,random,1,22021092
othello,greedy,random,2,22021137
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021147
othello,mcts1000,mcts1000,2,22021140
othello,alphabeta3,mctsrave1000,0,22021094
hex,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),1,22021134
othello,mapbaseheuothello,alphabeta3,1,22021106
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021089
hex,mcts1000,alphabeta3,1,22021124
hex,random,mcts1000,2,22021116
othello,mapbaseheuothello,random,1,22021160
othello,random,mctsrave1000,2,22021162
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),1,22021093
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021071
othello,mctsstrategy1000(random_strategy),mapbaseheuothello,2,22021119
othello,mcts1000,greedy,1,22021151
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021137
othello,random,mapbaseheuothello,2,22021126
othello,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021084
othello,greedy,mcts1000,2,22021109
hex,random,mcts1000,2,22021137
othello,alphabeta3,mctsstrategy1000(random_strategy),2,22021150
othello,mctsstrategy1000(random_strategy),random,2,22021107
othello,mapbaseheuothello,mapbaseheuothello,1,22021113
othello,greedy,random,2,22021108
othello,mctsrave1000,mapbaseheuothello,2,22021106
othello,alphabeta3,random,1,22021093
othello,greedy,mctsstrategies1000(random_strategy:mobility_strategy),2,22021164
othello,random,random,2,22021082
othello,random,random,1,22021150
othello,alphabeta3,mapbaseheuothello,2,22021090
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021070
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021085
othello,mctsrave1000,mcts1000,2,22021160
othello,mctsstrategy1000(random_strategy),mapbaseheuothello,2,22021125
othello,mcts1000,mctsrave1000,2,22021139
hex,mctsstrategy1000(random_strategy),mcts1000,1,22021125
othello,mctsstrategies1000(random_strategy:mobility_strategy),random,2,22021086
othello,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021117
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021123
othello,mcts1000,mctsstrategy1000(random_strategy),2,22021159
othello,mapbaseheuothello,mctsstrategy1000(random_strategy),2,22021096
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021151
othello,greedy,mcts1000,2,22021103
othello,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021076
othello,mapbaseheuothello,mapbaseheuothello,1,22021168
othello,alphabeta3,mapbaseheuothello,2,22021148
hex,mcts1000,mcts1000,2,22021127
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021132
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021146
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021072
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021120
othello,random,mctsstrategy1000(random_strategy),2,22021127
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021168
othello,mcts1000,mctsstrategy1000(random_strategy),2,22021142
othello,random,random,1,22021113
othello,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021092
othello,greedy,greedy,0,22021103
hex,mcts1000,random,2,22021085
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021152
othello,random,mctsrave1000,2,22021140
hex,random,mctsstrategy1000(random_strategy),2,22021165
othello,greedy,alphabeta3,2,22021115
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021114
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021081
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021073
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021080
hex,mctsstrategy1000(random_strategy),random,1,22021133
othello,mctsstrategy1000(random_strategy),alphabeta3,2,22021110
hex,mctsstrategy1000(random_strategy),alphabeta3,1,22021156
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021090
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),1,22021149
othello,mctsstrategy1000(random_strategy),greedy,1,22021133
othello,mctsrave1000,random,2,22021138
othello,mapbaseheuothello,mcts1000,2,22021133
hex,alphabeta3,mctsstrategy1000(random_strategy),1,22021110
othello,greedy,mapbaseheuothello,2,22021078
othello,mctsrave1000,alphabeta3,2,22021094
othello,mctsstrategy1000(random_strategy),greedy,1,22021120
othello,random,alphabeta3,2,22021076
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021081
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021128
hex,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),1,22021079
othello,alphabeta3,mctsstrategy1000(random_strategy),2,22021076
othello,mcts1000,mapbaseheuothello,2,22021079
othello,random,mctsstrategy1000(random_strategy),2,22021143
othello,mctsrave1000,mcts1000,2,22021112
hex,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),1,22021115
othello,mapbaseheuothello,mctsrave1000,2,22021130
hex,mcts1000,alphabeta3,1,22021143
othello,mcts1000,mcts1000,2,22021110
othello,random,mctsstrategy1000(random_strategy),2,22021159
hex,mcts1000,mcts1000,2,22021094
othello,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021074
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021160
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021128
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021133
othello,random,mapbaseheuothello,2,22021147
othello,mctsrave1000,mcts1000,2,22021167
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021113
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021110
othello,greedy,mctsrave1000,2,22021118
othello,random,alphabeta3,1,22021158
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021093
othello,mctsstrategy1000(random_strategy),greedy,1,22021129
othello,random,greedy,1,22021110
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021113
hex,random,mctsstrategy1000(random_strategy),1,22021111
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021098
othello,random,mapbaseheuothello,1,22021132
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021113
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021071
othello,mctsstrategy1000(random_strategy),mapbaseheuothello,2,22021127
othello,mctsstrategy1000(random_strategy),alphabeta3,2,22021089
othello,random,mcts1000,2,22021159
othello,random,mapbaseheuothello,2,22021077
othello,mapbaseheuothello,alphabeta3,1,22021103
othello,mcts1000,mapbaseheuothello,2,22021076
hex,mctsstrategy1000(random_strategy),random,1,22021120
hex,random,mctsstrategies1000(random_strategy:mobility_strategy),1,22021108
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021126
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021110
hex,mcts1000,mcts1000,1,22021143
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021099
othello,mcts1000,mcts1000,2,22021153
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021091
othello,mctsrave1000,alphabeta3,2,22021086
othello,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021085
hex,mcts1000,random,1,22021124
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021093
othello,mcts1000,mapbaseheuothello,2,22021151
hex,mcts1000,mctsstrategy1000(random_strategy),1,22021115
hex,random,alphabeta3,1,22021169
hex,mctsstrategy1000(random_strategy),mcts1000,1,22021105
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021126
hex,mcts1000,random,1,22021125
othello,mctsrave1000,greedy,1,22021073
othello,alphabeta3,greedy,1,22021081
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),1,22021164
othello,mctsrave1000,mapbaseheuothello,2,22021153
hex,random,mcts1000,1,22021088
othello,greedy,mctsstrategy1000(random_strategy),2,22021158
othello,alphabeta3,mctsrave1000,2,22021135
hex,alphabeta3,random,1,22021138
othello,random,greedy,1,22021160
hex,random,random,1,22021153
othello,greedy,mctsrave1000,2,22021082
othello,random,mctsstrategy1000(random_strategy),2,22021095
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021114
othello,random,alphabeta3,2,22021127
othello,mctsstrategy1000(random_strategy),mapbaseheuothello,2,22021167
othello,mapbaseheuothello,mapbaseheuothello,1,22021098
othello,mctsrave1000,alphabeta3,2,22021164
othello,mcts1000,greedy,1,22021108
hex,random,mcts1000,1,22021167
othello,mctsstrategy1000(random_strategy),greedy,1,22021143
othello,mcts1000,greedy,1,22021150
hex,mctsstrategies1000(random_strategy:mobility_strategy),random,1,22021090
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021070
othello,greedy,mcts1000,2,22021145
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021076
othello,mctsstrategy1000(random_strategy),mapbaseheuothello,2,22021136
hex,random,alphabeta3,1,22021129
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021110
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021075
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021124
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021149
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021083
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021160
hex,random,random,2,22021087
hex,mctsstrategy1000(random_strategy),alphabeta3,1,22021136
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021077
othello,mcts1000,mcts1000,2,22021117
othello,greedy,greedy,0,22021141
othello,mctsstrategy1000(random_strategy),random,2,22021132
othello,alphabeta3,mctsstrategy1000(random_strategy),2,22021156
othello,mctsstrategy1000(random_strategy),random,2,22021082
othello,random,random,1,22021117
othello,mctsrave1000,greedy,1,22021092
othello,mctsrave1000,mctsstrategy1000(random_strategy),2,22021099
othello,greedy,mcts1000,2,22021137
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021103
othello,mctsrave1000,alphabeta3,2,22021127
hex,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,1,22021158
othello,random,random,1,22021129
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021165
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),1,22021087
hex,mcts1000,mcts1000,2,22021140
othello,random,mctsrave1000,2,22021109
hex,mctsstrategy1000(random_strategy),mcts1000,2,22021159
othello,mctsstrategy1000(random_strategy),alphabeta3,2,22021169
othello,mcts1000,random,2,22021153
othello,alphabeta3,greedy,1,22021087
othello,mcts1000,mapbaseheuothello,2,22021138
hex,alphabeta3,alphabeta3,2,22021089
othello,mctsstrategy1000(random_strategy),random,2,22021072
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021150
othello,random,mcts1000,2,22021127
othello,mcts1000,mctsstrategy1000(random_strategy),2,22021126
othello,greedy,mapbaseheuothello,2,22021117
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021120
othello,random,alphabeta3,2,22021100
othello,mcts1000,random,2,22021136
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021125
othello,mcts1000,alphabeta3,2,22021126
hex,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021158
othello,mcts1000,mctsstrategy1000(random_strategy),2,22021092
hex,alphabeta3,random,1,22021139
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021153
othello,mapbaseheuothello,mapbaseheuothello,2,22021081
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021089
othello,mcts1000,mcts1000,2,22021131
othello,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021105
othello,random,mcts1000,2,22021154
othello,random,mctsstrategy1000(random_strategy),2,22021099
othello,mapbaseheuothello,mctsstrategy1000(random_strategy),2,22021108
othello,alphabeta3,mctsrave1000,2,22021139
othello,mctsstrategies1000(random_strategy:mobility_strategy),mcts1000,2,22021106
othello,mapbaseheuothello,alphabeta3,1,22021157
hex,random,alphabeta3,1,22021142
hex,mcts1000,mctsstrategy1000(random_strategy),1,22021083
othello,random,mctsstrategies1000(random_strategy:mobility_strategy),2,22021157
othello,alphabeta3,random,1,22021166
othello,alphabeta3,greedy,1,22021159
hex,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021104
othello,mapbaseheuothello,mctsstrategy1000(random_strategy),1,22021161
othello,mctsstrategy1000(random_strategy),greedy,1,22021099
othello,mctsrave1000,mcts1000,2,22021090
othello,mctsrave1000,mctsstrategy1000(random_strategy),2,22021124
othello,alphabeta3,mapbaseheuothello,1,22021103
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),1,22021165
othello,mctsrave1000,mctsstrategy1000(random_strategy),2,22021120
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021132
othello,alphabeta3,alphabeta3,2,22021130
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),1,22021084
hex,mcts1000,mctsstrategy1000(random_strategy),2,22021133
othello,random,alphabeta3,2,22021070
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021162
hex,alphabeta3,alphabeta3,2,22021165
othello,mcts1000,mcts1000,2,22021122
othello,mapbaseheuothello,mcts1000,2,22021104
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),1,22021112
hex,random,mcts1000,2,22021093
hex,mctsstrategy1000(random_strategy),mcts1000,2,22021164
hex,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),1,22021150
hex,alphabeta3,random,1,22021157
othello,mctsstrategies1000(random_strategy:mobility_strategy),random,2,22021112
hex,random,alphabeta3,1,22021167
othello,mctsstrategy1000(random_strategy),greedy,1,22021164
othello,alphabeta3,mctsstrategies1000(random_strategy:mobility_strategy),2,22021137
othello,alphabeta3,greedy,1,22021091
othello,random,random,2,22021093
hex,mctsstrategy1000(random_strategy),alphabeta3,1,22021160
hex,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,1,22021088
othello,random,mcts1000,2,22021165
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),1,22021124
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021118
othello,greedy,mctsrave1000,2,22021102
othello,mcts1000,alphabeta3,2,22021146
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021099
othello,mctsstrategy1000(random_strategy),mctsstrategy1000(random_strategy),2,22021099
othello,mcts1000,alphabeta3,2,22021169
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021086
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021169
othello,mapbaseheuothello,alphabeta3,2,22021097
othello,mctsstrategies1000(random_strategy:mobility_strategy),random,2,22021109
othello,mctsstrategy1000(random_strategy),mcts1000,2,22021073
othello,random,mcts1000,2,22021084
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021119
hex,mctsstrategy1000(random_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021090
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021167
othello,mctsrave1000,mctsstrategy1000(random_strategy),2,22021106
othello,alphabeta3,mctsrave1000,2,22021092
othello,mctsstrategy1000(random_strategy),mctsrave1000,2,22021164
othello,greedy,mapbaseheuothello,2,22021160
hex,mctsstrategy1000(random_strategy),mcts1000,1,22021110
othello,greedy,greedy,0,22021145
othello,random,mctsstrategy1000(random_strategy),2,22021151
othello,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,2,22021106
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),1,22021070
othello,random,mctsstrategy1000(random_strategy),2,22021073
othello,random,greedy,1,22021070
othello,mctsstrategies1000(random_strategy:mobility_strategy),mapbaseheuothello,2,22021070
othello,alphabeta3,mcts1000,2,22021108
othello,mctsstrategies1000(random_strategy:mobility_strategy),alphabeta3,2,22021073
othello,random,mctsstrategy1000(random_strategy),2,22021165
othello,mapbaseheuothello,mctsstrategies1000(random_strategy:mobility_strategy),2,22021105
othello,mcts1000,mapbaseheuothello,2,22021098
othello,random,mcts1000,2,22021113
othello,mctsstrategies1000(random_strategy:mobility_strategy),greedy,1,22021164
othello,greedy,random,2,22021072
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategies1000(random_strategy:mobility_strategy),2,22021096
othello,mapbaseheuothello,mapbaseheuothello,2,22021128
othello,greedy,alphabeta3,2,22021122
hex,mcts1000,mctsstrategies1000(random_strategy:mobility_strategy),1,22021166
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),2,22021133
othello,mctsstrategies1000(random_strategy:mobility_strategy),mctsrave1000,2,22021072
othello,mctsrave1000,mctsstrategies1000(random_strategy:mobility_strategy),2,22021097
othello,mcts1000,mctsrave1000,2,22021165
hex,random,mctsstrategy1000(random_strategy),1,22021099
othello,alphabeta3,mcts1000,2,22021101
hex,mctsstrategies1000(random_strategy:mobility_strategy),mctsstrategy1000(random_strategy),1,22021158
